2048	0
2050	0
2052	0
2054	0
2056	0
2058	0
2060	0
2062	0
2064	0
2066	0
2068	0
2070	0
2072	0
2074	0
2076	3
2078	1
2080	5
2082	5
2084	4
2086	7
2088	8
2090	9
2093	10
2095	12
2097	16
2099	18
2101	12
2103	18
2105	16
2107	16
2109	18
2111	17
2113	21
2115	23
2117	24
2119	24
2121	27
2123	26
2125	28
2127	31
2129	30
2131	30
2133	32
2136	33
2138	35
2140	39
2142	37
2144	37
2146	39
2148	40
2150	42
2152	42
2154	45
2156	41
2158	45
2160	45
2162	49
2164	47
2166	51
2168	53
2170	54
2172	55
2174	55
2176	54
2179	59
2181	58
2183	58
2185	59
2187	61
2189	64
2191	61
2193	65
2195	69
2197	65
2199	68
2201	69
2203	71
2205	72
2207	71
2209	77
2211	77
2213	77
2215	77
2217	76
2219	80
2221	79
2224	81
2226	82
2228	86
2230	86
2232	89
2234	86
2236	89
2238	89
2240	90
2242	95
2244	93
2246	95
2248	97
2250	97
2252	98
2254	100
2256	99
2258	97
2260	99
2262	96
2264	103
2267	101
2269	104
2271	104
2273	107
2275	107
2277	109
2279	110
2281	111
2283	111
2285	112
2287	113
2289	114
2291	117
2293	117
2295	119
2297	116
2299	116
2301	119
2303	122
2305	124
2307	125
2310	128
2312	127
2314	131
2316	128
2318	129
2320	130
2322	134
2324	133
2326	135
2328	137
2330	140
2332	137
2334	143
2336	144
2338	143
2340	142
2342	143
2344	145
2346	148
2348	147
2350	149
2353	149
2355	153
2357	153
2359	156
2361	156
2363	155
2365	157
2367	161
2369	161
2371	163
2373	160
2375	162
2377	163
2379	164
2381	165
2383	166
2385	168
2387	170
2389	171
2391	173
2393	173
2395	173
2398	172
2400	179
2402	176
2404	178
2406	180
2408	183
2410	184
2412	185
2414	184
2416	187
2418	185
2420	186
2422	186
2424	189
2426	189
2428	186
2430	191
2432	194
2434	194
2436	197
2438	194
2441	199
2443	199
2445	201
2447	199
2449	203
2451	204
2453	205
2455	206
2457	209
2459	208
2461	209
2463	207
2465	210
2467	212
2469	212
2471	214
2473	217
2475	216
2477	218
2479	216
2481	223
2484	223
2486	223
2488	230
2490	228
2492	227
2494	226
2496	229
2498	229
2500	231
2502	231
2504	232
2506	235
2508	233
2510	235
2512	237
2514	240
2516	240
2518	239
2520	245
2522	244
2524	244
2527	245
2529	247
2531	250
2533	252
2535	252
2537	251
2539	251
2541	253
2543	252
2545	255
2547	257
2549	258
2551	260
2553	261
2555	262
2557	263
2559	261
2561	265
2563	266
2565	265
2567	266
2569	270
2572	272
2574	272
2576	277
2578	275
2580	271
2582	271
2584	271
2586	273
2588	275
2590	276
2592	281
2594	275
2596	282
2598	282
2600	281
2602	283
2604	284
2606	285
2608	287
2610	288
2612	290
2615	289
2617	293
2619	291
2621	295
2623	293
2625	294
2627	296
2629	298
2631	299
2633	301
2635	300
2637	301
2639	302
2641	303
2643	305
2645	306
2647	307
2649	309
2651	310
2653	314
2655	313
2658	314
2660	315
2662	315
2664	317
2666	315
2668	317
2670	317
2672	323
2674	323
2676	324
2678	324
2680	325
2682	328
2684	331
2686	333
2688	332
2690	333
2692	333
2694	335
2696	334
2698	340
2701	336
2703	338
2705	337
2707	342
2709	339
2711	343
2713	345
2715	347
2717	346
2719	347
2721	349
2723	350
2725	348
2727	351
2729	353
2731	355
2733	357
2735	358
2737	360
2739	363
2741	357
2743	360
2746	363
2748	362
2750	361
2752	367
2754	367
2756	369
2758	369
2760	370
2762	371
2764	374
2766	370
2768	375
2770	377
2772	379
2774	378
2776	379
2778	381
2780	379
2782	381
2784	382
2786	383
2789	383
2791	386
2793	390
2795	389
2797	388
2799	391
2801	391
2803	394
2805	397
2807	395
2809	393
2811	399
2813	399
2815	401
2817	402
2819	403
2821	400
2823	403
2825	405
2827	405
2829	407
2832	409
2834	410
2836	410
2838	412
2840	414
2842	416
2844	418
2846	417
2848	421
2850	420
2852	422
2854	423
2856	425
2858	426
2860	424
2862	423
2864	425
2866	426
2868	428
2870	429
2872	431
2875	431
2877	434
2879	434
2881	437
2883	438
2885	439
2887	439
2889	442
2891	445
2893	445
2895	447
2897	448
2899	447
2901	444
2903	444
2905	446
2907	443
2909	449
2911	450
2913	451
2915	453
2917	453
2920	456
2922	454
2924	459
2926	458
2928	459
2930	460
2932	461
2934	465
2936	465
2938	461
2940	468
2942	465
2944	472
2946	468
2948	474
2950	472
2952	473
2954	473
2956	475
2958	476
2960	479
2963	477
2965	481
2967	480
2969	480
2971	484
2973	486
2975	487
2977	488
2979	491
2981	489
2983	488
2985	490
2987	490
2989	494
2991	494
2993	495
2995	500
2997	499
2999	500
3001	499
3003	500
3006	503
3008	503
3010	506
3012	507
3014	509
3016	511
3018	511
3020	512
3022	510
3024	512
3026	514
3028	513
3030	517
3032	515
3034	519
3036	521
3038	521
3040	519
3042	523
3044	526
3046	524
3048	529
3051	528
3053	530
3055	532
3057	531
3059	532
3061	533
3063	533
3065	535
3067	536
3069	535
3071	538
3073	537
3075	540
3077	542
3079	544
3081	544
3083	544
3085	546
3087	547
3089	549
3091	549
3094	550
3096	554
3098	554
3100	555
3102	555
3104	557
3106	558
3108	561
3110	560
3112	560
3114	562
3116	563
3118	562
3120	568
3122	565
3124	568
3126	568
3128	569
3130	572
3132	572
3134	575
3137	576
3139	577
3141	577
3143	574
3145	579
3147	578
3149	579
3151	580
3153	582
3155	585
3157	586
3159	587
3161	588
3163	589
3165	590
3167	589
3169	592
3171	594
3173	596
3175	597
3177	601
3180	599
3182	600
3184	600
3186	601
3188	602
3190	602
3192	606
3194	606
3196	609
3198	608
3200	610
3202	611
3204	613
3206	613
3208	616
3210	615
3212	619
3214	620
3216	622
3218	623
3220	622
3222	621
3225	618
3227	621
3229	620
3231	623
3233	624
3235	626
3237	629
3239	627
3241	629
3243	629
3245	631
3247	632
3249	632
3251	635
3253	636
3255	637
3257	640
3259	640
3261	641
3263	642
3265	639
3268	643
3270	644
3272	646
3274	646
3276	649
3278	648
3280	648
3282	651
3284	651
3286	655
3288	656
3290	655
3292	657
3294	658
3296	663
3298	661
3300	662
3302	663
3304	662
3306	662
3308	666
3311	666
3313	668
3315	667
3317	671
3319	673
3321	673
3323	674
3325	674
3327	676
3329	678
3331	678
3333	681
3335	681
3337	684
3339	684
3341	688
3343	686
3345	686
3347	687
3349	689
3351	690
3354	689
3356	690
3358	694
3360	695
3362	697
3364	696
3366	698
3368	700
3370	700
3372	704
3374	702
3376	706
3378	705
3380	709
3382	708
3384	709
3386	707
3388	708
3390	708
3392	711
3394	712
3396	711
3399	717
3401	716
3403	717
3405	717
3407	721
3409	722
3411	723
3413	722
3415	723
3417	725
3419	730
3421	727
3423	732
3425	729
3427	731
3429	731
3431	732
3433	732
3435	733
3437	736
3439	735
3442	736
3444	739
3446	742
3448	744
3450	746
3452	745
3454	745
3456	748
3458	750
3460	750
3462	751
3464	752
3466	750
3468	752
3470	752
3472	756
3474	756
3476	758
3478	760
3480	761
3482	762
3485	765
3487	763
3489	765
3491	765
3493	768
3495	768
3497	770
3499	769
3501	774
3503	773
3505	777
3507	772
3509	776
3511	776
3513	776
3515	777
3517	780
3519	781
3521	784
3523	783
3525	786
3527	787
3530	788
3532	791
3534	788
3536	795
3538	795
3540	793
3542	792
3544	797
3546	791
3548	794
3550	796
3552	795
3554	797
3556	800
3558	803
3560	803
3562	802
3564	805
3566	803
3568	804
3570	805
3573	810
3575	810
3577	812
3579	815
3581	814
3583	816
3585	817
3587	814
3589	817
3591	820
3593	817
3595	819
3597	819
3599	821
3601	823
3603	827
3605	827
3607	827
3609	830
3611	829
3613	832
3616	834
3618	834
3620	833
3622	835
3624	840
3626	840
3628	838
3630	839
3632	841
3634	842
3636	843
3638	843
3640	847
3642	845
3644	851
3646	849
3648	851
3650	850
3652	851
3654	853
3656	855
3659	853
3661	855
3663	859
3665	861
3667	860
3669	860
3671	862
3673	863
3675	864
3677	865
3679	867
3681	869
3683	869
3685	869
3687	871
3689	873
3691	873
3693	876
3695	876
3697	878
3699	879
3701	883
3704	883
3706	883
3708	880
3710	883
3712	884
3714	885
3716	886
3718	888
3720	890
3722	891
3724	891
3726	892
3728	894
3730	893
3732	896
3734	898
3736	898
3738	902
3740	900
3742	901
3744	904
3747	905
3749	904
3751	906
3753	906
3755	908
3757	908
3759	908
3761	911
3763	911
3765	915
3767	916
3769	915
3771	917
3773	917
3775	920
3777	923
3779	920
3781	924
3783	924
3785	927
3787	926
3790	928
3792	929
3794	928
3796	929
3798	932
3800	938
3802	935
3804	937
3806	935
3808	937
3810	940
3812	941
3814	940
3816	943
3818	945
3820	945
3822	947
3824	950
3826	950
3828	948
3830	949
3833	953
3835	951
3837	950
3839	955
3841	957
3843	957
3845	958
3847	958
3849	960
3851	961
3853	963
3855	964
3857	963
3859	964
3861	967
3863	967
3865	971
3867	971
3869	968
3871	966
3873	967
3875	970
3878	974
3880	973
3882	975
3884	973
3886	977
3888	979
3890	975
3892	980
3894	981
3896	982
3898	986
3900	984
3902	987
3904	987
3906	990
3908	992
3910	989
3912	988
3914	990
3916	991
3918	994
3921	995
3923	998
3925	998
3927	999
3929	999
3931	1004
3933	1003
3935	1002
3937	1007
3939	1005
3941	1009
3943	1008
3945	1011
3947	1010
3949	1010
3951	1013
3953	1014
3955	1013
3957	1016
3959	1017
3961	1018
3964	1022
3966	1020
3968	1022
3970	1021
3972	1023
3974	1023
3976	1023
3978	1023
3980	1023
3982	1023
3984	1023
3986	1023
3988	1023
3990	1023
3992	1023
3994	1023
3996	1023
3998	1023
4000	1023
4002	1023
4004	1023
4006	1023
4009	1023
4011	1023
4013	1023
4015	1023
4017	1023
4019	1023
4021	1023
4023	1023
4025	1023
4027	1023
4029	1023
4031	1023
4033	1023
4035	1023
4037	1023
4039	1023
4041	1023
4043	1023
4045	1023
4047	1023
4049	1023
4052	1023
4054	1023
4056	1023
4058	1023
4060	1023
4062	1023
4064	1023
4066	1023
4068	1023
4070	1023
4072	1023
4074	1023
4076	1023
4078	1023
4080	1023
4082	1023
4084	1023
4086	1023
4088	1023
4090	1023
4092	1023

